prod_id,total,fraud,avg_rating,fraud_rate
0,88,7,3.6136363636363638,0.07954545454545454
1,25,11,2.64,0.44
2,33,6,4.03030303030303,0.18181818181818182
3,2,1,3.5,0.5
4,75,17,3.68,0.22666666666666666
5,1,0,4.0,0.0
6,8,3,3.0,0.375
7,508,37,4.200787401574803,0.07283464566929133
8,10,3,4.7,0.3
9,2497,534,2.5058069683620343,0.21385662795354426
10,21,7,3.142857142857143,0.3333333333333333
11,6,2,3.8333333333333335,0.3333333333333333
12,76,18,3.3684210526315788,0.23684210526315788
13,2,0,3.5,0.0
14,30,8,3.3666666666666667,0.26666666666666666
15,156,13,3.769230769230769,0.08333333333333333
16,73,11,3.6986301369863015,0.1506849315068493
17,31,6,4.580645161290323,0.1935483870967742
18,178,15,4.022471910112359,0.08426966292134831
19,13,3,2.1538461538461537,0.23076923076923078
20,300,24,4.206666666666667,0.08
21,6,1,2.0,0.16666666666666666
22,4,0,4.5,0.0
23,6,0,3.8333333333333335,0.0
24,196,19,4.183673469387755,0.09693877551020408
25,15,2,3.6666666666666665,0.13333333333333333
26,9,3,4.0,0.3333333333333333
27,9,1,3.3333333333333335,0.1111111111111111
28,821,69,4.085261875761267,0.08404384896467722
29,21,10,3.5238095238095237,0.47619047619047616
30,3,0,4.0,0.0
31,35,11,2.142857142857143,0.3142857142857143
32,215,17,3.7534883720930234,0.07906976744186046
33,6,5,4.0,0.8333333333333334
34,25,4,4.6,0.16
35,8,1,3.0,0.125
36,8,1,3.5,0.125
37,5,1,4.0,0.2
38,2,1,1.5,0.5
39,147,30,3.6530612244897958,0.20408163265306123
40,41,16,3.048780487804878,0.3902439024390244
41,10,4,3.2,0.4
42,1,1,5.0,1.0
43,216,30,3.8333333333333335,0.1388888888888889
44,69,20,3.8405797101449277,0.2898550724637681
45,2,1,1.0,0.5
46,225,30,4.0488888888888885,0.13333333333333333
47,1,0,5.0,0.0
48,45,6,3.511111111111111,0.13333333333333333
49,103,20,4.165048543689321,0.1941747572815534
50,5,1,4.2,0.2
51,22,3,3.6363636363636362,0.13636363636363635
52,677,51,3.7518463810930576,0.07533234859675036
53,1,0,4.0,0.0
54,4,0,3.25,0.0
55,60,20,2.5,0.3333333333333333
56,2696,646,4.543026706231454,0.23961424332344214
57,974,92,3.606776180698152,0.0944558521560575
58,3,0,4.333333333333333,0.0
59,847,132,4.312868949232586,0.15584415584415584
60,22,13,2.727272727272727,0.5909090909090909
61,1,1,1.0,1.0
62,58,10,4.258620689655173,0.1724137931034483
63,57,31,3.526315789473684,0.543859649122807
64,73,9,4.328767123287672,0.1232876712328767
65,12,1,3.75,0.08333333333333333
66,6,4,3.6666666666666665,0.6666666666666666
67,8,1,3.625,0.125
68,49,7,3.489795918367347,0.14285714285714285
69,102,12,4.735294117647059,0.11764705882352941
70,43,12,3.6511627906976742,0.27906976744186046
71,476,21,3.8004201680672267,0.04411764705882353
72,7,0,4.285714285714286,0.0
73,95,15,2.6,0.15789473684210525
74,1,0,4.0,0.0
75,3,0,3.0,0.0
76,88,40,2.2045454545454546,0.45454545454545453
77,3,0,4.333333333333333,0.0
78,1,0,5.0,0.0
79,262,15,3.9122137404580153,0.05725190839694656
80,8,1,2.625,0.125
81,37,18,3.081081081081081,0.4864864864864865
82,11,5,2.4545454545454546,0.45454545454545453
83,64,10,4.71875,0.15625
84,41,11,4.170731707317073,0.2682926829268293
85,617,26,4.13128038897893,0.04213938411669368
86,18,3,3.7222222222222223,0.16666666666666666
87,258,56,4.422480620155039,0.21705426356589147
88,2,0,5.0,0.0
89,9,4,3.7777777777777777,0.4444444444444444
90,151,20,3.9735099337748343,0.13245033112582782
91,1,1,5.0,1.0
92,61,17,2.442622950819672,0.2786885245901639
93,6,1,3.3333333333333335,0.16666666666666666
94,12,4,3.5,0.3333333333333333
95,34,2,3.6470588235294117,0.058823529411764705
96,10,4,4.4,0.4
97,13,1,4.461538461538462,0.07692307692307693
98,15,2,4.6,0.13333333333333333
99,5,1,2.4,0.2
100,725,85,4.28,0.11724137931034483
101,2,1,3.0,0.5
102,92,23,2.4456521739130435,0.25
103,302,22,3.6059602649006623,0.0728476821192053
104,54,4,4.203703703703703,0.07407407407407407
105,76,10,3.263157894736842,0.13157894736842105
106,1,0,1.0,0.0
107,8,0,3.5,0.0
108,21,11,3.0,0.5238095238095238
109,272,32,4.036764705882353,0.11764705882352941
110,84,8,3.869047619047619,0.09523809523809523
111,55,7,4.745454545454545,0.12727272727272726
112,442,72,2.984162895927602,0.16289592760180996
113,318,35,3.742138364779874,0.11006289308176101
114,487,48,4.0102669404517455,0.09856262833675565
115,23,5,3.5217391304347827,0.21739130434782608
116,23,10,4.739130434782608,0.43478260869565216
117,10,2,3.5,0.2
118,14,8,3.857142857142857,0.5714285714285714
119,44,14,3.5454545454545454,0.3181818181818182
120,4,0,4.5,0.0
121,12,4,3.1666666666666665,0.3333333333333333
122,2,1,4.0,0.5
123,169,28,3.8875739644970415,0.16568047337278108
124,87,6,4.183908045977011,0.06896551724137931
125,7,2,4.0,0.2857142857142857
126,252,28,4.023809523809524,0.1111111111111111
127,2677,181,3.9518117295480013,0.06761299962644751
128,318,34,4.443396226415095,0.1069182389937107
129,278,26,4.424460431654676,0.09352517985611511
130,1,0,3.0,0.0
131,21,6,3.0952380952380953,0.2857142857142857
132,42,7,2.6904761904761907,0.16666666666666666
133,2,0,3.0,0.0
134,1,1,5.0,1.0
135,268,36,3.783582089552239,0.13432835820895522
136,28,5,4.25,0.17857142857142858
137,243,18,3.8724279835390947,0.07407407407407407
138,350,27,3.8114285714285714,0.07714285714285714
139,1247,124,4.094627105052125,0.09943865276663993
140,105,29,3.742857142857143,0.2761904761904762
141,27,6,3.5555555555555554,0.2222222222222222
142,61,2,4.344262295081967,0.03278688524590164
143,244,25,3.8524590163934427,0.10245901639344263
144,442,43,4.122171945701357,0.09728506787330317
145,105,21,4.866666666666666,0.2
146,52,12,3.7115384615384617,0.23076923076923078
147,1,1,5.0,1.0
148,143,25,3.4755244755244754,0.17482517482517482
149,21,7,2.857142857142857,0.3333333333333333
150,32,11,4.125,0.34375
151,1262,420,3.309825673534073,0.3328050713153724
152,1,0,1.0,0.0
153,8,2,4.125,0.25
154,99,3,4.181818181818182,0.030303030303030304
155,16,4,4.0625,0.25
156,19,1,3.6315789473684212,0.05263157894736842
157,19,1,4.315789473684211,0.05263157894736842
158,1,0,4.0,0.0
